"Town/County","FIPS","Year","Category","Measure Type","Variable","Value"
"Enfield","0900325990","2009","All Industries","US Dollars","Annual Average Wage",45964
"Enfield","0900325990","2010","Government","Number","Number of Employers",39
"Enfield","0900325990","2008","All Industries","Number","Annual Average Employment",20165
"Enfield","0900325990","2013","Government","Number","Annual Average Employment",2948
"Enfield","0900325990","2012","All Industries","Number","Annual Average Employment",18630
"Enfield","0900325990","2004","Government","US Dollars","Annual Average Wage",49418
"Enfield","0900325990","2007","Government","US Dollars","Annual Average Wage",48899
"Enfield","0900325990","2012","Government","Number","Number of Employers",39
"Enfield","0900325990","2011","Government","US Dollars","Annual Average Wage",58555
"Enfield","0900325990","2011","All Industries","US Dollars","Annual Average Wage",49312
"Enfield","0900325990","2004","Government","Number","Number of Employers",40
"Enfield","0900325990","2009","Government","Number","Number of Employers",41
"Enfield","0900325990","2014","Government","Number","Annual Average Employment",2918
"Enfield","0900325990","2014","All Industries","Number","Annual Average Employment",19044
"Enfield","0900325990","2007","Government","Number","Annual Average Employment",2957
"Enfield","0900325990","2007","All Industries","Number","Annual Average Employment",20460
"Enfield","0900325990","2006","All Industries","Number","Annual Average Employment",20148
"Enfield","0900325990","2004","All Industries","US Dollars","Annual Average Wage",39736
"Enfield","0900325990","2007","All Industries","US Dollars","Annual Average Wage",44672
"Enfield","0900325990","2006","Government","Number","Annual Average Employment",2946
"Enfield","0900325990","2006","All Industries","US Dollars","Annual Average Wage",42856
"Enfield","0900325990","2012","All Industries","Number","Number of Employers",989
"Enfield","0900325990","2006","Government","US Dollars","Annual Average Wage",48349
"Enfield","0900325990","2007","All Industries","Number","Number of Employers",992
"Enfield","0900325990","2012","Government","Number","Annual Average Employment",2959
"Enfield","0900325990","2010","All Industries","US Dollars","Annual Average Wage",47237
"Enfield","0900325990","2012","Government","US Dollars","Annual Average Wage",53086
"Enfield","0900325990","2005","Government","US Dollars","Annual Average Wage",50247
"Enfield","0900325990","2010","Government","US Dollars","Annual Average Wage",51785
"Enfield","0900325990","2013","Government","Number","Number of Employers",40
"Enfield","0900325990","2013","All Industries","US Dollars","Annual Average Wage",51335
"Enfield","0900325990","2014","All Industries","Number","Number of Employers",1042
"Enfield","0900325990","2011","All Industries","Number","Number of Employers",983
"Enfield","0900325990","2013","Government","US Dollars","Annual Average Wage",54435
"Enfield","0900325990","2011","Government","Number","Annual Average Employment",2933
"Enfield","0900325990","2011","All Industries","Number","Annual Average Employment",18654
"Enfield","0900325990","2004","Government","Number","Annual Average Employment",2844
"Enfield","0900325990","2014","All Industries","US Dollars","Annual Average Wage",53347
"Enfield","0900325990","2005","All Industries","US Dollars","Annual Average Wage",40618
"Enfield","0900325990","2015","Government","Number","Number of Employers",40
"Enfield","0900325990","2013","All Industries","Number","Annual Average Employment",18420
"Enfield","0900325990","2004","All Industries","Number","Annual Average Employment",18862
"Enfield","0900325990","2015","Government","Number","Annual Average Employment",2912
"Enfield","0900325990","2015","All Industries","Number","Annual Average Employment",19203
"Enfield","0900325990","2014","Government","US Dollars","Annual Average Wage",56136
"Enfield","0900325990","2006","Government","Number","Number of Employers",39
"Enfield","0900325990","2005","All Industries","Number","Annual Average Employment",19273
"Enfield","0900325990","2011","Government","Number","Number of Employers",40
"Enfield","0900325990","2015","All Industries","US Dollars","Annual Average Wage",54177
"Enfield","0900325990","2005","Government","Number","Annual Average Employment",2910
"Enfield","0900325990","2013","All Industries","Number","Number of Employers",1012
"Enfield","0900325990","2015","All Industries","Number","Number of Employers",1053
"Enfield","0900325990","2007","Government","Number","Number of Employers",40
"Enfield","0900325990","2009","Government","Number","Annual Average Employment",3034
"Enfield","0900325990","2010","Government","Number","Annual Average Employment",2955
"Enfield","0900325990","2015","Government","US Dollars","Annual Average Wage",58465
"Enfield","0900325990","2010","All Industries","Number","Annual Average Employment",18462
"Enfield","0900325990","2005","Government","Number","Number of Employers",40
"Enfield","0900325990","2006","All Industries","Number","Number of Employers",958
"Enfield","0900325990","2009","All Industries","Number","Annual Average Employment",18933
"Essex","0900726270","2015","Government","US Dollars","Annual Average Wage",42913
"Essex","0900726270","2014","Government","Number","Annual Average Employment",180
"Essex","0900726270","2010","All Industries","Number","Number of Employers",367
"Essex","0900726270","2013","All Industries","Number","Annual Average Employment",3692
"Essex","0900726270","2014","All Industries","Number","Annual Average Employment",3745
"Essex","0900726270","2008","Government","Number","Annual Average Employment",164
"Essex","0900726270","2014","All Industries","Number","Number of Employers",366
"Essex","0900726270","2011","Government","US Dollars","Annual Average Wage",43047
"Essex","0900726270","2008","All Industries","Number","Annual Average Employment",3797
"Essex","0900726270","2008","Government","US Dollars","Annual Average Wage",40673
"Essex","0900726270","2008","All Industries","US Dollars","Annual Average Wage",50366
"Essex","0900726270","2015","Government","Number","Number of Employers",14
"Essex","0900726270","2006","All Industries","Number","Number of Employers",406
"Essex","0900726270","2007","All Industries","US Dollars","Annual Average Wage",46999
"Essex","0900726270","2004","Government","Number","Number of Employers",15
"Essex","0900726270","2006","Government","Number","Number of Employers",17
"Essex","0900726270","2009","Government","US Dollars","Annual Average Wage",42054
"Essex","0900726270","2006","Government","Number","Annual Average Employment",149
"Essex","0900726270","2008","Government","Number","Number of Employers",16
"Essex","0900726270","2008","All Industries","Number","Number of Employers",388
"Essex","0900726270","2012","All Industries","US Dollars","Annual Average Wage",52172
"Essex","0900726270","2005","All Industries","Number","Annual Average Employment",3559
"Essex","0900726270","2014","Government","Number","Number of Employers",14
"Essex","0900726270","2009","All Industries","Number","Number of Employers",376
"Essex","0900726270","2007","All Industries","Number","Annual Average Employment",3805
"Essex","0900726270","2010","Government","US Dollars","Annual Average Wage",42665
"Essex","0900726270","2015","All Industries","US Dollars","Annual Average Wage",56325
"Essex","0900726270","2013","Government","Number","Annual Average Employment",186
"Essex","0900726270","2011","All Industries","US Dollars","Annual Average Wage",52251
"Essex","0900726270","2007","Government","Number","Annual Average Employment",157
"Essex","0900726270","2012","All Industries","Number","Number of Employers",364
"Essex","0900726270","2006","All Industries","US Dollars","Annual Average Wage",44710
"Essex","0900726270","2014","All Industries","US Dollars","Annual Average Wage",53871
"Essex","0900726270","2010","Government","Number","Number of Employers",16
"Essex","0900726270","2015","All Industries","Number","Number of Employers",373
"Essex","0900726270","2010","All Industries","US Dollars","Annual Average Wage",51184
"Essex","0900726270","2009","All Industries","Number","Annual Average Employment",3498
"Essex","0900726270","2005","Government","US Dollars","Annual Average Wage",37557
"Essex","0900726270","2015","Government","Number","Annual Average Employment",180
"Essex","0900726270","2004","Government","Number","Annual Average Employment",148
"Essex","0900726270","2007","Government","US Dollars","Annual Average Wage",39771
"Essex","0900726270","2011","Government","Number","Number of Employers",15
"Essex","0900726270","2013","Government","US Dollars","Annual Average Wage",39461
